status,website,license_validity,official_rep,name,telephone,address,email
Cancelled, None,7/30/2010 to 7/29/2014,NA,"PROGRESSIVE EMPLOYMENT & RECRUITMENT AGENCY, INC.",5265229/5266925,"RMS. 208 & 210, L & S BLDG., 1414 ROXAS BLVD.ERMITA, MANILA",pera_global@yahoo.com/peraglobal@pacific.net.ph
Delisted,NA,7/22/2010 to 7/22/2014,ALEX C SALAR,PROGRESSIVE SHIPPING & ALLIED SERVICES CORP,8221359/8221634,"HOUSE NO. 6, PATIO MADRIGAL COMPOUND, 2550 ROXAS BPASAY CITY",progressiveshipping@ymail.com
Delisted,, to 3/6/1989,MR LUIS RAMON R CLARAVALL,PROJECT CONTRACTORS EQUIPMENT & MACHINERIES INC, 583050 /  583055,1221 SAN MARCELINO COR G.LUNA P.FAURA PACO MANILA,
Delisted, None,7/29/2000 to 7/28/2002,CAPT RUSTICO PAGUNSAN,PROMA NAVIGATION INC,2566353 / 5255028,"2/F URSOL BLDG MARCOS HI-WAY COR. MOLAVE ST.SANTOLAN, PASIG CITY", None
Valid License,www.promexinc.com,4/3/2016 to 4/2/2020,CHARLIE M YAO,PROMEX INC.,7501457/ 7501458,214-216 AURO VIR PLAZA 1695 EVANGELISTA BANGKALMAKATI,info@promexph.com
Delisted, None,7/19/2002 to 7/18/2006,MERCEDES D MACAPAGAL,PROPHECY PLACEMENT & PROMOTIONS SERVICES INC,5271145,G/F ANNEX FEMII BLDG ADUANA ST INTRAMUROS MANILA, None
Cancelled, None,6/17/2003 to 6/16/2007,VICTORIA A GRAGAS,"PROSPER MANPOWER PLANNING, INC.",4844871/4845652,"2089 F. BENITEZ ST. MALATE, MANILA",prospervag@yahoo.com/vickygragas@yahoo.com 
Delisted, None,6/25/2008 to 6/24/2012,JESUS E. AVECILLA JR.,PROSPERITY STEAMSHIP CO. (PHILS.) INC,8131032 / 8124981,5F VERNIDA IV 128 ALFARO ST. SALCEDO VILL MAKATI, None
Cancelled, None,8/19/2002 to 8/18/2006,DOMINADOR J ATIENZA,PROSPEROUS INTL. EMPLOYMENT AGENCY CO.,4148593,"RM. 303 CABRERA BLDG I, #130 TIMOG AVE,  Q.C.", None
Valid License, None,12/15/2015 to 12/14/2019,MALOU D JAMON,PROVIDENT OVERSEAS PLACEMENT AGENCY,232-9948/5517741,"UNIT B1 DNS BLDG FILMORE COR ARELLANO AVE,MAKATI",PROVIDENT @HOTMAIL.COM
Forever Banned,, to 12/31/1982,ENGR PACIFICO R SANTOS,PRS MANPOWER RESOURCES , 590119 /  571824,4TH FLR VALDERAMA BLDG 2001 SINGALONG MLA,
Valid License,WWW.PRUDENTIAL.COM,8/15/2018 to 8/14/2022,MARIA GINA G FUJIMOTO,PRUDENTIAL EMPLOYMENT AGENCY INC,8711625/ 4032823/ 09178563871,"UNITS -C,D,E,F&H(2F) AND UNITS -F, G & H (3F), MIKLAS PI�AS",info@prudentialemployment.com
Valid License,primaryskills.com.ph,10/21/2015 to 10/20/2019,PAULETTE D LIU,PSC PRIMARY SKILLS INC,2601884,U2 GF EAST AURORA TWR 3 PRES QUIRINO KASAMBAGANCEBU,psijobs@primary.com.ph
Delisted,, to 10/23/1989,MR JUAN L VELASQUEZ,PTG SERVICES & TRADING CORPORATION ,8163541 / 8163546,8008 TANGUILE BRGY SAN ANTONIO MAKATI METRO MANILA,
Cancelled, None,2/1/2007 to 1/31/2011,ERLINDA C ERISPE,PVE PLACEMENT AGENCY,4841289 / 5363503,"RM501 GEDISCO TERRACE 1148 ROXAS BLVDERMITA, MANILA",pveplacement@yahoo.com
Cancelled,, to 11/4/1983,MR ENGRACIO D ANG,PYRAMID CONSTRUCTION & ENGINEERING CORPORATION, 982461 /  982462,PENTHOUSE PYRAMID BLDG 160 WEST AVE QC,
Suspended (Document Processing), None,11/7/2018 to 11/6/2022,JAMEMAH Y BACARAMAN,PYRAMIDS INT`L HUMAN RESOURCES SERVICES CO,5365905 / 5365906 / 09173145666,"R001,101-104&302 JALANDONI,1444 A MABINI COR SALASERMITA, MANILA",phil@pyramids.ph
Delisted, None,5/19/1998 to 5/17/2000,MICHAEL T CUNECA,PYRAMIDS MANPOWER SERVICES INC,5240152 / 5244712, , None
Valid License, None,11/10/2017 to 11/10/2019,ROSFELLE M BAUTISTA,Q AND M HR MANAGEMENT CO,8779438,"U703 7F VIP BLG ROXAS BLVD COR NUESTRA SNR DE GUIAERMITA, MANILA",admin@qandmhrm.com
Delisted,NA,10/24/2011 to 4/23/2012,MARILYN O.PINEDA,QMR RECRUITMENT AGENCY,6824615,103 GUATEMALA ST PASIG GREENPARK VILL PASIG CITYPASIG CITY,NA
Delisted,,1/10/1996 to 10/10/1996,MR VEDASTO C MALAPITAN,QMS CORPORATION ,8167409 / 8928530,2276 NARRA BLDG ANNEX PASONG TAMO EXT MAKATI CITY,
Valid License,qrdinternational.com,11/6/2015 to 11/6/2019,GERARD B SANVICTORES,QRD INTERNATIONAL PLACEMENT INC,(02) 375-1144/ 709-7772 / 09088946124,"U201&202 (2F) & UNIT 705 (7F) FSS BLG II 18 SCT TULAGING HANDA, QUEZON CITY",gel@quantumgroup-ph.com/gbs@quantumgroup-ph-com
Valid License,www.quaestus-ips.com,2/23/2017 to 2/22/2021,MARIO U RABANG,QUAESTUS INTERNATIONAL PLACEMENT SERVICES,711-2936 / 398-1102 / 0917-8480036 (mobile),"2F, INOCENCIO BLDG, 98 SEN GIL PUYAT AVENUEPASAY CITY",admin@quaestus-ips.com
Delisted,,4/20/1994 to 4/18/1996,ANNABELLE G CARDONA,QUALITY LABOR LINK CORPORATION , 861848,STE 304 & 305 VILLA DEVT BLDG 78-80 JUPITER MKTI,
Valid License,www.quantumworkabroad.com,8/24/2016 to 8/24/2020,MATEA P CANAS,QUANTUM WORK ABROAD SERVICES INC,2446210 / 09274692150,"3RD FLOOR ASTORIA BLDG 1170 C A MABINI STREETERMITA, MANILA",quantumworkabroad@gmail.com
Valid License,https://www.g-imra.com,10/5/2018 to 10/5/2020,JEANETTE U GOTANGOGAN,QUANTUM-LEAP INTERNATIONAL MANPOWER RECRUITMENT AGENCY,239-2420,"2/F RAGRAY BLDG 705 J.P. RIZAL AVE. BRGY VALENZUELVALENZUELA, MAKATI",recruitment@g-imra.com
Cancelled,, to ,ENGR EULALIO GANZON,QUARTZ CONSTRUCTION & DEVELOPMENT CORPORATION, 967556 /  967566,13 ESCALER ST VARSITY HILLS LOYOLA HEIGHTS QC,
Valid License,NA,9/3/2015 to 9/2/2019,GERALD HENDERSON LIM,QUEEN OF THE OCEAN SHIPPING CORP,(02) 9907663 / 0917-3082891,"2ND & 3RD FLOORS, NO. 2011 F. BENITEZ STREET COR. MALATE, MANILA",queenofthe_ocean@yahoo.com
Delisted,,8/28/1998 to 8/26/2000,ZOSIMO CABULISAN,QUEEN`S INTERNATIONAL PLACEMENT CENTER INC (NORTHERN INT`L PLACE`T CENTER),5257520 / 5237329,2F-B DON JOSE BDG 533 FLORES COR GREY STS ERMITA,
Valid License,www.questcore.com.ph,3/14/2017 to 3/13/2021,REA ELIZABETH B.CRISTOBAL,QUESTCORE INC,8992384 / 8992385/ 09999932179,"8071 ESTRELLA AVENUESAN ANTONIO VILLAGE, MAKATI",resource@questcore.com.ph
Delisted,NA,10/7/2008 to 10/7/2009,BERNADETTE D. GUNDRY,QUESTHIGHLANDS INC,8164972,"53/F PBCOM TOWER AYALA AVENUE MAKATI CITYAYALA, MAKATI",NA
Valid License, None,8/26/2014 to 8/25/2018,MS MYRNA T REYES,QUINTINIANS PLACEMENT AGENCY INC,5329934/ 5311575,GF1A & UB(GF/2F) 451 BONI AVE MANDALUYONG CITYMANDALUYONG,quintiniansplacement@gmail.com
Valid License,www.quintrixmanpower.com,6/17/2018 to 6/16/2022,MS ROWENA D AL HANAKI,QUINTRIX INTERNATIONAL MANPOWER CENTER INC,8313716/ 7299115/ 09175002638/ 09478902526,4226 LAREDO ST PALANANMAKATI,quintrixmanpower@yahoo.com
Valid License, None,11/13/2015 to 11/12/2019,MS RUTH S VILLASIS,"QUNCREW INC (FORMERLY GYRON CREW, INC.)",5262050 / 5262051,"7/F FERGUSON PARK TOWER MH DEL PILAR COR. A FLORESERMITA, MANILA",info@gyroncrew.com
Delisted, None,11/6/2001 to 11/6/2003,ROSANNA R SAN GABRIEL,R & R JOB PLACEMENT AGENCY CORP.,2335872 / 2335871,"NO 8 SALINAS DRIVE LAHUGCEBU CITY, CEBU", None
Forever Banned,, to 4/30/1986,MS TERESITA M TIGLAO,R & T WORLDWIDE PLACEMENT & GENERAL SERVICES,9212203,STE 1104-1106 VV SOLIVEN BLDG EDSA SAN JUAN M.M.,
Valid License,www.ralcareerlink.com,7/12/2016 to 7/11/2020,ROBERTO S. PALER,R A L CAREER LINK INC.,8874629/886-5345/ 3942665,"2/F & 4/F, MRDC BLDG, 85 BUENDIA AVENUEPALANAN, MAKATI",ralcareerlinkinc@gmail.com
Valid License, None,3/19/2018 to 3/18/2020,RICARDO D INTERIOR JR,R.D. INTERIOR JUNIOR CONSTRUCTION,3714518/3734045,M05 PRINCE JUN COND 42 TIMOG AVE BRGY LAGING HANDAQUEZON CITY, None
Cancelled, None,12/2/2001 to 12/1/2003,AMELIA S GABRIEL,R.F. HORIZON RECRUITING AGENCY CORP,4041823-24,"4F ELENA III BLDG., 1865 F. BENITEZ ST.MALATE, MANILA", None
Cancelled,NA,9/21/2006 to 9/21/2010,RAMON V. VILLANUEVA,R.V. PERSONNELS INC,5354255 TELEFAX,CLUSTER 1 GF U-11 SAN FRANCISCO GARDENS BONI AVEMANDALUYONG,rvpersonnel@gmail.com
Valid License, None,1/30/2015 to 1/29/2019,RUSTICO V TRIA,R.V. TRIA INTERNATIONAL RECRUITMENT AGENCY,710-8562/ 09989822337(mobile),"2/F, ARC BLDG, 1916-A LEON GUINTO STMALATE, MANILA",rvt_agency@yahoo.com
Cancelled, None,2/19/2003 to 2/19/2005,"RICARDO V. JORGE, JR.",R.V.J. MANNING & SHIPPING SERVICES,8736606,Blk.10 L-8 C. Mu�oz Palma St. BF Resort Vill. LP, None
Delisted,, to 10/29/1989,MR ROMULO A CHAVEZ,RAC INTERNATIONAL MANAGEMENT SERVICES ,,KAPITAN TIAGO ST RIZAL VILL ALABANG,
Delisted,,4/20/1994 to 4/20/1996,ROMULO CHAVEZ,RAC INTERNATIONAL MANAGEMENT SERVICES ,,KAPITAN TIAGO ST RIZAL VILL ALABANG,
Cancelled, None,3/1/2003 to 2/28/2007,ALEX P. PINON,RACKY INTERNATIONAL ARTISTS MANPOWER SERVICES,5248893/ 4006148/ 5248907/ 3034097/ 4004641,*U210 ESTRELLA COND 858 SAN ANDRES MALATE MANILA, None
Valid License,NA,5/21/2018 to 5/20/2022,ALELI D SANCHO,RADIAL GOLDEN MARINE SERVICES CORPORATION (FOR LIGHTHOUSE INTL SHPG CORP),5276633 / 5275930,"S32&33,3F,LEGASPI TWRS 300,ROXAS BLVD COR P OCAMPOMALATE, MANILA",radialgolden@email.com/ rgmsc_phils@yahoo.com.ph
Delisted,,1/8/1988 to 1/8/1990,MR OCTAVIO M MANLEGRO,RADIUM CONSTRUCTION CORPORATION , 799520 /  791386,22 LIBERTAD ST MANDALUYONG CITY,
Cancelled,, to 3/8/1986,MR STEPHEN CHUA,RAGAY GULF DEVELOPMENT CORPORATION , 502051,9/F R.MAGSAYSAY CTR BLDG 1680 ROXAS BLVD MM,
Cancelled, None,2/15/2004 to 2/14/2008,UKOL TUMOG TALUMPA,RAJAAM RECRUITMENT AND PLACEMENT AGENCY INC,5239971/5228752/5251953,"RMS 1&2&3&7 RENADAR BLG.1360L.GUINTO ST.ERMITA, MANILA",rajaam_agency@yahoo.com 
Inactive,, to ,MR ROLAND R ROMERO,RAJAH MULTI-SERVICES ,,3/F CALDERON BLDG 827 EDSA DILIMAN QUEZON CITY,
Forever Banned,, to 2/27/1985,MR GERARDO SERVANDO JR,RAMADA ENTERPRISES INC ,,RM.106 HARMONY HOMES SANDEJAS ST VITO CRUZ MANILA,
Valid License,FB Acct: Ramasia Manpower Services,4/12/2016 to 4/11/2020,DOMINGA D BRUN,RAMASIA INTERNATIONAL MANPOWER SERVICES INC. (FOR:RAMASIA MANPOWER SERVICES,2440978/ 5169099,"UNIT 8, AGONCILLO TOWNHOMES II,1627 F AGONCILLO STMALATE, MANILA",hr@ramasiainternational.com
Valid License,NA,9/12/2015 to 9/11/2019,MR PRECIOSO R PERLAS,RAPID MANPOWER CONSULTANTS INC,5256684/ 5256687/ 5259110/ 5259111/ 09174238418,"3/F, LLIZK BLDG, 428 UNITED NATIONS AVENUEERMITA, MANILA",rapidmanpower@pldtdsl.net
Valid License, None,3/8/2016 to 3/7/2020,MS AMMAL G RAQEEB,"RAQEEB UNIVERSAL, INC. (RAQEEB MANAGEMENT ENT.)",5221616 / 5221717/ 0917-8481616/ 092096776(mobile),"S206,206A 209 & 211 L & S BLDG, 1414 ROXAS BLVDERMITA, MANILA",info@raqeebasia.com / recruitment1@raqeebasia.com
Forever Banned,, to 10/20/1988,ENGR APOLINARIO C MILANES,RASID RECRUITMENT & EMPLOYMENT AGENCY INC,,1169 LEON GUERRERO ST ERMITA MANILA,
Cancelled,, to 11/22/1985,MR RAMON S LIM,RASILI MANAGEMENT & CONSTRUCTION SYSTEMS,5217745 / 5217790,2278 L.GUINTO ST MALATE MANILA,
Delisted,, to 5/24/1986,MR DOROTEOB JACOB JR,RAYDECO INTERNATIONAL DEVELOPMENT & EMPLOYMENT CORPORATION,8311332,RM.41 MATRINCO BLDG 2178 PASONG TAMO MAKATI,
Delisted,, to 12/19/1984,MR RAMON C GARCIA,RAYOMAR MANAGEMENT INC ,,MISONOVA BLDG 1418 SAN MARCELINO ST MALATE,
Delisted,,5/18/1996 to 5/17/1998,MR PABLO P PINPIN,RAYPIN MANPOWER INTERNATIONAL INC , 983479 /  971928,16 J.P.LAUREL ST XAVIERVILLE QUEZON CITY,
Cancelled,NA,6/19/2012 to 6/18/2016,REX S. MADERSE,RAYSA INTERNATIONAL SMART EMPLOYMENT SERVICES (RISES) CORP (FORMERLY RAYSA,3109726,"SUITE 207 & 209 (2F) AURORA PLAZA, ARQUIZA COR J BERMITA, MANILA",raysa.agency@yahoo.com
Delisted,, to 8/14/1986,MR ENRIQUE RAZON,RAZON INTERNATIONAL STEVEDORING CORPORATION,,SURESTE BLDG 116 RADA ST LEGASPI VILL MAKATI,
Delisted,,8/26/1992 to 8/25/1994,MS INOCENCIA G BORROMEO,RBA & ASSOCIATES INC ,8130016 / 8130018,3450 GRACIA COR EDSA BGY PINAGKAISAHAN MAKATI,
Cancelled,, to 12/31/1982,MR RAMON C GONZALES,RC GONZALES COMPANY INC , 782041 /  782042,613 CALDERON ST MANDALUYONG METRO MANILA,
Valid License, None,6/3/2016 to 6/3/2020,GERARDO ANTONIO BORROMEO,RCCL CREW MANAGEMENT INC,(02) 7827431 / 09985878046,UNIT 103- H FIVE E-COM CTR BLDG HARBOR DRIVE MOAPASAY CITY,rcl_@rccl.com
Delisted,,4/12/1996 to 4/11/1998,ATTY ROBERTO RAMIN,RCF PROMOTIONS & PLACEMENT AGENCY CO LTD ,5233547,"2210 TEJERON ST.COR.REVELLIN ST.STA.ANA,MANILA",
Forever Banned,, to 11/5/1987,MS ROSALIA C MALLILIN,RCM INTERNATIONAL MANPOWER & GENERAL SERVICES, 602918 /  612662,420-I WHITE HOUSE COND CORNER BAYANI ST ARANETA QC,
Cancelled, None,4/21/2004 to 4/20/2008,RAQUEL M ROBINSON,RCPA BUSINESS VENTURES,5217756/5366518,RMS C&E  RAMAGI BLDG 1081 PEDRO GIL ST PACO ,rcpaakm@hotmail.com 
Valid License, None,6/22/2016 to 6/21/2020,MS CYNTHIA G ANDRES,RCS PROMOTION & OVERSEAS PLACEMENT INC,954-3257,"G/F AND 2/F, RCS BLDG., 189-C INTERIOR, M. SANTOS PASAY CITY",rcsp2014@yahoo.com
Cancelled,, to 7/24/1981,MR RENATO RIVERA,RD RIVERA CONSTRUCTION INC , 485218 /  485743,592 M.DE LA FUENTE ST SAMPALOC MANILA,
Cancelled, None,1/27/2004 to 1/26/2008,MR ROY MANALAD,RDRI INTERNATIONAL MANPOWER,5267173/ 4009449,"R211,305,306&412 GEDISCO CTR 1564 MABINI STERMITA, MANILA", None
Cancelled,www.reachmanpower.workabroad.ph,6/2/2015 to 6/1/2019,RICHARD P. HOEY,REACH MANPOWER INTERNATIONAL INCORPORATED,8711601/8712978/0923-6311837,"2F,PARAISO BLG, 36 ALABANG-ZAPOTE ROADZAPOTE, LAS PI�AS",reachmanpower@gmail.com
Cancelled,reglobal.us,11/21/2011 to 5/20/2012,RAUL P. ALARCON,REAJENT MANPOWER SERVICES INC,4116759/4116760,"U-510 PRES TOWER 81 TIMOG AVE QUEZON CITYDILIMAN, QUEZON CITY",NA
Cancelled,WWW.REALMEDINTERNATIONAL.COM,11/5/2007 to 5/4/2008,ELEUTERIO A. MEDINA,REALMED INTERNATIONAL RECRUITMENT AGENCY INC,7416466/7431562,RUIZ-ENTENA BLDG 650 QUEZON AVENUEQUEZON CITY,INFO@REALMEDINTERNATIONAL.COM
Cancelled, None,11/15/2006 to 11/14/2010,RICHARD P REAL,REALWORLD CORPORATION,5214139/4501374,"R214,315,410,412 & PH5A&5B GEDISCO, 1564 A.MABINIERMITA, MANILA",REALWORLD_ERMITA412@YAHOO.COM
Forever Banned,, to 11/8/1985,MR FELICIANO A REYES JR,RECRUITMENT & PLACEMENT CORPORATION OF THE PHILIPPINES, 995861,95-F FELIX MANALO ST CUBAO QUEZON CITY,
Valid License,www.rcphil.com,7/27/2018 to 7/26/2022,AURELIO R BAUTISTA JR,RECRUITMENT CENTER PHILIPPINES INC FORMERLY VETERANS OVERSEAS PLACEMENT COR,571-1093,"UNIT 2701, TYCOON CENTRE OFFICE COND, PEARL DRIVE,PASIG CITY",info@rcphil.com
Delisted,,10/13/1993 to 10/13/1995,,RECRUITMENT SYSTEM & SERVICES INC ,,1911 SAN MARCELINO ST ERMITA MANILA,
Valid License,www.redarrowmanpower.com,9/12/2018 to 9/12/2020,NORMA ESTACIO FLORENCIO,RED ARROW INT'L EMPLOYMENT INC,(02) 7184509/ 09778098260/ 09166819046,"4/F, RS TOWER. COL. BONNY SERRANO AVENUECUBAO, QUEZON CITY",admin@redarrowmanpower.com
Forever Banned,, to 12/10/1985,MS CORA S DOLZ,RED BUILDERS INC , 572659 /  591786,205 HERITAGE COND DR.A.VASQUEZ MALATE MANILA,
Valid License,www.redsand.ph,4/20/2017 to 4/20/2019,MARY ROSE F DELGADILLO,REDSAND RECRUITMENT INTERNATIONAL MANPOWER INC,(02) 8357488,"G/F & 2/F 1736 E DIAN STREETPALANAN, MAKATI",info@redsand.ph
Inactive,,4/18/1998 to 4/18/2000,MRS ANGELITA T RIVERA,REDWOOD SHIPPING CORPORATION ,5219567 / 5219568,802 L & S BLDG 1414 ROXAS BLVD MANILA,
Cancelled,www.regalvisionmanpower.com,12/28/2007 to 12/27/2011,MYRA A. SHIMO,REGAL VISION INTERNATIONAL MANPOWER SVCS CORP (FOR.C.A.M. INTL),525-2080/387-2616,"U1 GF MANOR BLG TAFT AVEMALATE, MANILA",regalvision@yahoo.com/regal_vision@yahoo.com
Delisted,,4/19/1999 to 4/19/2001,PAMELA J BERGANTIN,REGINA PERSONNEL MANPOWER INC. ,8968542 / 8901217,"3F U-4-B 2686 SOUTH AVE, OLYM- PIA VILL MAKATI",
Delisted,,8/24/1996 to 8/23/1998,DR TYRONE M REYES,"REHABCARE PHILIPPINES, INC. ",7311087,2211-2219 ESPANA BOULEVARD SAMPALOC MANILA,
Valid License,www.reignmarine.com,5/18/2016 to 5/17/2020,LEO ENRICO S. SALANO,REIGN MARINE SHIPPING AGENCY CO INC (LIBERTY MARINE SHIPPING CO INC),8331964/831-8133/ 5566715,"UNIT N, VIOLETA COURT, 2814 FB HARRISON ST.PASAY CITY",leo@salano@reignmarine.com
Ceased Operations,www.reinierpacific.com,5/8/2016 to 5/7/2020,CAPT AMADO L CASTRO JR,REINIER PACIFIC INTERNATIONAL SHIPPING INC,6875224/ 09284280469/ 09771408341,U1201-1203 PARAGON PLAZA 162 EDSA-RELIANCEMANDALUYONG,reinpaci@reinierpacific.com
Suspended (Document Processing),NA,7/18/2015 to 7/17/2019,RITCHEL V QUINTON,REJOICE EMPLOYMENT INTERNATIONAL CORP.,4501535/4501131/ 09175741580,"R316&318 (3F) GEDISCO CTR, 1564 A MABINI STERMITA, MANILA",rejoice.manpower@gmail.com
Delisted,,6/17/1997 to 6/16/1999,REYNALDO Z TAPNIO,RELEX INTERNATIONAL SERVICES ,5360708 / 5366907,"STE.14, GF MIDLAND PLZ ADRIATICO ERMITA",
Delisted,NA,4/20/2009 to 4/20/2010,SUSANA S. MEDINA,RELIABLE CHOICE PLACEMENT INC,7102516,"U807 PEARL OF THE ORIENT BDG 1240ROXAS BLVD MANILAERMITA, MANILA",NA
Valid License,www.reliablerecruitment.com,6/17/2018 to 6/16/2022,MR ZOSIMO S CABULISAN,RELIABLE RECRUITMENT CORPORATION,5222188/ 5251935/ 5216119/ 09228812413,"RM 501, PIERRE & PAUL BLDG, 505 A MABINI COR A FLOERMITA, MANILA",reliable1980@yahoo.com
Delisted,,7/3/1990 to 6/29/1992,MS RUFINA C LEGASPI,RELIANCE INTERNATIONAL SERVICES & ENTERPRISES,,RM.714 MANUFACTURERS BANK BLDG STA.CRUZ MANILA,
Cancelled,, to 8/27/1985,MR REMIGIO R RIGOR,REMIGIO R RIGOR CONSTRUCTION INC , 791609,SUITE 303 TAN BLDG 15 NEW YORK QUEZON CITY,
Delisted,,10/14/1996 to 10/13/1998,CRISPINIANO P DELOS REYES,REMPAC PLACEMENT AGENCY ,5251201,481 SINAGOGA ST MALATE MANILA,
Cancelled,NA,6/30/2010 to 6/29/2014,ALLEN G. MOJICA,RENAISSANCE STAFFING SUPPORT CENTER INC,897-7189/897-7193/899-0916/899-8550,"U4&5(3F) & U1(4F) AVANT BLG, 48 JUPITER COR MARSBEL-AIR, MAKATI",NA
Cancelled, None,11/26/2003 to 11/25/2007,ATTY RENATO C TOMAS,REN-GLO ENTERPRISES PLACEMENT AGENCY,8996564/8960546,4986 P GUANZON BGY POBLACION MKT AVEMAKATI, None
Delisted,,2/2/2000 to 1/19/2002,NENITA T TUMBOKON,RENNA INTERNATIONAL MANPOWER SERVICES ,5259033,"S-5,21&17 MIDLAND PLAZA HOTEL M. ADRIATICO ERMITA",
Valid License,www.rensol.com,3/29/2019 to 4/28/2023,ARNOLD ROBILLOS MAMACLAY,RENSOL RECRUITMENT AND CONSULTING INC,931-0968/ 283-0354 / 09178213037,"UNITS 305 AND 309 (3F), PANORAMA BLDG 825 EDSA SOUQUEZON CITY",arnold@rensol.com
Delisted,,8/25/1992 to 8/25/1996,WENEFREDA RESMA AMORA,RESMA AMORA PLACEMENT ,8313304 / 8331718,3794 CUENCA ST PALANAN MAKATI CITY,
Delisted,NA,10/11/2009 to 4/10/2010,AUGUSTUS V. SALGADO,RESOURCE ONE GLOBAL PARTNERS INC,9293375/9271701,4/F J&S BLDG 104 KALAYAAN AVENUE QUEZON CITYQUEZON CITY,NA
Valid License,,2/3/2000 to 2/3/2050,,RETURNING WORKER,,NO ADDRESS ,
Delisted,,5/17/1990 to 4/27/1991,,REYES & LIM COMPANY INC ,8104636 / 8104640,117 AGUIRRE ST LEGASPI COMM`L VILLMAKATI,
Delisted, None,6/6/2001 to 6/5/2003,MILDREN A FUNDAN,REYNA FILIPINA PLACEMENT MANAGEMENT SERVICES CORP. (FOR: MATABALAO REC`T &,8338136 TELEFAX,UNIT 4 PALM COURT STPASAY CITY, None
Valid License,NA,8/2/2016 to 8/1/2020,EARL VINCENT G CALMA,REYNA SHIPPING SERVICES INC,(082) 2953840 (TELEFAX),"4TH FLOOR, ACC BLDG, SANDAWA PARK, QUIMPO BLVD, MAN.S.",NA
Cancelled,, to ,MR RENATO FORONDA,RF PLACEMENT CENTER ,,1784 A.MABINI ST MALATE METRO MANILA,
Cancelled,, to 8/23/1985,MR REYNALDO G REYES,RG REYES BUILDERS & CONTRACTORS CORPORATION, 612659 /  625789,203 SPEAKER E.PEREZ ST QUEZON CITY,
Delisted,,7/27/1995 to 1/27/1996,MS GLORIA P ANTE,RG-DIAMOND OVERSEAS INTEGRATED SERVICES INC,9120263 / 9120264,87-C 12TH AVE CUBAO QUEZON CITY,
Delisted,,3/8/1998 to 3/6/2000,JOAHNALYN T MENDOZA,RGE CONTRACTING SERVICES CORPORATION ,8441927 / 8439357,R.LIWAG BLDG 1258 BATANGAS ST SAN ISIDRO MAKATI,
Delisted,,7/3/1986 to 8/8/1987,GEN SEGUNDO P VELASCO,RHEN WATERWAYS INC ,,EB DEVCOR BLDG 79 M HEMADY COR 13TH ST NEW MLA QC,
Valid License,www.rhvplacementagency.com,2/8/2019 to 2/9/2023,NATALIO E EBUENG,RHV PLACEMENT AGENCY INTL INC,8863713 / 09497939323/ 09278220938,"UNIT B,1727 TOMAS CLAUDIO ST, BRGY BACLARANPARA�AQUE",rhvplacementagency@yahoo.com
Delisted,,7/6/1990 to 6/22/1992,RHODERICK S JURADO,RICH MARITIME MANAGEMENT INC ,,*2205 LEVERIZA ST PASAY CITY,
Valid License,www.richelle-manpower.com,11/4/2018 to 11/3/2022,RACHELLE I ERAMIS,RICHELLE MANPOWER AGENCY CO.,(032) 520-3554/ 09088697234,"G/F, 2175 VILLALON SUBD, ANDRES ABELLANA EXTENSIONCEBU",richellepower@ymail.com
Cancelled,NA,7/6/2007 to 7/6/2011,HELEN T. TULINAO,RICHFIELD OVERSEAS EMPLOYMENT CO,4508334/4508677,"R203,204,306&404 VAREB MANSION, 1679 A. MABINI STMALATE, MANILA",RICHFIELDOVERSEAS@YAHOO.COM
Delisted, None,8/4/2006 to 2/4/2007,VALENTINA E. MAGAT,RICHKEEPER EMPLOYMENT CENTER,(082) 2412348/2410468,"U1&2 JNL BLG,C.P.GARCIA HIWAY & MAMAY RD,BUHANGINDAVAO CITY, DAVAO DEL SUR", None
Valid License,N/A,1/31/2019 to 1/30/2023,CARMEN G TOLEDANA,RICHLAND INT`L. MANPOWER SPECIALIST COMPANY,7080915 / 7114803 / 09205275139,"UNIT 201(2F) AND UNITS 302, 306, 307 & 308 (3F), SMALATE, MANILA",richland_intl2015@yahoo.com
Delisted,,12/28/1997 to 12/27/1999,MR MARCELINO B BAQUIRAN,RICHSHIP MANAGEMENT (MANILA) INC ,4002779 /  481206,"RM.714,715 R SANTOS BLDG PLAZA LACSON MANILA",
Valid License,www.rickmers.intern.com,12/10/2017 to 12/9/2021,CAPT ALLAN R SARMIENTO,RICKMERS MARINE AGENCY PHILIPPINES INC (FORMERLY FOERDE MARINE AGENCY INC),5197561 ext 100,"UNIT 3, 8/F, ASEANA ONE, BRADCO AVENUE, ASEANA CITPARA�AQUE",manilacrewing@rickmers.com
Inactive,, to ,MR JOSE GOCHOCO,RICONSU INTERNATIONAL CONSTRUCTION INC ,,152-154 LOPEZ RIZAL ST MANDALUYONG MM,
Cancelled,NA,10/25/2012 to 10/24/2016,CHENY O. VENIDA,RIDZKEY HUMAN RESOURCES INTERNATIONAL SERVICES,5248596/5254067,"RMS 263, 264,265, 267, 268 & 269  RAMAGI BLDG, 108PACO, MANILA",ridzkeyresources@yahoo.com
Valid License,www.rieltmaritime.com.ph,8/15/2016 to 8/14/2020,CAPT REYNOLD L TORRES,RIELT MARITIME INC,520-9209/ 340-6274,"GF, BF PAJO BLG, M.L. QUEZON, BRY PAJO, LAPU-LAPUCEBU",manning@rieltmaritime.com.ph
