status,website,license_validity,official_rep,name,telephone,address,email
Delisted,,9/20/1988 to 9/20/1992,MR EDGARDO Q KANAPI,UNI-MARITIME AGENCIES INC , 486173 /  486285,"S-307&amp;324 BANK OF PI BLDG PLZ CERVANTES&amp;nbspBINONDO, MANILA",
Valid License,www.uniplanoverseas.com,1/23/2016 to 1/22/2020,ELNORA M VILLAFA�A,UNIPLAN OVERSEAS EMPLOYMENT INC (MHM OVERSEAS EMPLOY`T AGENCY CORP),4118972 / 9118548 / 09175588832 / 09175588834,"GROUND FLOOR &amp; SECOND FLOOR, NO.302 J.P. RIZAL ST.&amp;nbspQUEZON CITY",uniplan.agency@gmail.com
Valid License, None,6/13/2017 to 6/13/2019,MICHAEL JOSEPH R ESTANIEL,UNIQA MARITIME AGENCY PHILS INC,8479759/8479799/8479801,"2/F PLANTERS PRODUCTS BLDG 109 ESTEBAN ST&amp;nbspLEGASPI VILLAGE, MAKATI", None
Valid License,www.unisea.com.ph,5/24/2017 to 5/23/2021,APRILIE JOY MISADA LUCAS,UNISEA PHILIPPINES INC (FORMERLY SHIP MANNING SERVICES PHILS INC),"8940851 TO 55 LOC. 111-116, 200-201, 300-309,","2/F &amp; 3/F PHILCOX BLDG 172 SALCEDO STREET&amp;nbspLEGASPI VILLAGE, MAKATI",unisea@unisea.com.ph
Delisted,www.unisonmanpower.com,12/14/2008 to 6/13/2009,MAURO R. URRUTIA JR.,UNISON MANPOWER PLACEMENTS CORPORATION,899-3344,4362 VALDEZ ST POBLACION&amp;nbspMAKATI,info@unisonmanpower.com
Delisted,, to 12/19/1978,MR RICARDO MANALITO,UNITECH ENGINEERING CORPORATION , 783061 /  793060,"603&amp;nbspSHAW BOULEVARD, MANDALUYONG",
Cancelled,,6/3/1994 to 6/3/1996,MR JAIME ZARRAGA,UNITED EFFORT MANPOWER & GENERAL SERVICES INC, 886860 / 8130777,UNIT 7 ANIGER COMPLEX B`FACIO ST SOUTH EX-WAY MKTI&amp;nbsp,
Valid License,www.unitedglobal.com.ph,11/22/2011 to 11/21/2019,ELIZABETH S. CORRAL,UNITED GLOBAL MANPOWER RESOURCES INC,8347932/ 8347249/ 2385818/ 09989531556/09178836868,"2F, F&amp;C BUILDING, GIL PUYAT AVENUE COR. P.BURGOS S&amp;nbspPASAY CITY",recruitment@unitedglobal.com.ph
Delisted,NA,1/4/2010 to 7/3/2010,JEANNETTE NELSON,UNITED LIBERTY PLACEMENT AGENCY JN INC,5216267/5276190/5276189,"S402B VIP BLDG 1140 ROXAS BLVD MANILA&amp;nbspERMITA, MANILA",NA
Delisted,,2/23/1994 to 2/23/1996,PERFECTO V BAUTISTA,UNITED MARINE MANAGEMENT ,,1766-B MA. CLARA ST SAMPALOC MANILA&amp;nbsp,
Delisted,,3/5/1990 to 12/1/1990,CAPT MANUEL H LEONARDO,UNITED MARINE TRANSPORT CORP ,,TABACALERA COMPD 900 N.ROMUALDEZ PACO MLA&amp;nbsp,
Delisted, None,3/10/2004 to 3/9/2008,MARISSA C BOLANTE,UNITED PACIFIC ISLES SHIPPING CORP,5272030,"HARBOR CTR.BLG.23RD COR.RAIL ROAD,S.HARBOR,MANILA&amp;nbsp", None
Valid License,www.uplines.net,3/8/2016 to 3/7/2028,MR FERNANDINO T LISING,UNITED PHILIPPINE LINES INC,5277491,"UPL BLDG STA CLARA ST&amp;nbspINTRAMUROS, MANILA",mailadmin@uplines.net
Delisted,www.uplines.net,3/8/2004 to 3/7/2016,MR FERNANDO V LISING,UNITED PHILIPPINE LINES INC,5277491,"UPL BLDG STA CLARA ST&amp;nbspINTRAMUROS, MANILA",mailadmin@uplines.net
Valid License, None,7/3/2018 to 7/2/2022,ESTRELITA S HIZON,UNITED PLACEMAN PHILIPPINES INC,5224416 / 5262638/ 0917-8908015/ 09178788904,"2ND-5TH FLOORS, HIZON BLG, 1139 SN ANDRES COR A LI&amp;nbspMALATE, MANILA",estrelitahizon@yahoo.com
Suspended (Document Processing),www.unitedprimover.net,12/13/2014 to 12/12/2018,DANILO S SORIA,UNITED PRIMOVER ENTERPRISES INC,"893-3667/830-3072,73,76",R302 3F ERECHEM BLG.VA RUFINO COR&amp;nbspMAKATI,upentinc@info.com.ph
Expired,,7/8/2005 to 7/27/2006,JOSE MARI MORAZA,UNITED SALVAGE & TOWAGE (PHILS) INC. ,5237667 /  599767,2272 PRES. QUIRINO AVE PACO MANILA&amp;nbsp,
Delisted,,5/11/1996 to 5/10/1998,JESUS ASISTIN,UNITED SPECIALIST SERVICE EXPORTER INC ,7213704 / 7223832,"1840-B RG BLDG E.RODRIGUEZ SR BLVD&amp;nbspCUBAO, QUEZON CITY",
Valid License,www.mmi.inc,6/22/2017 to 6/21/2021,CAPT VICTOR M. VILLANUEVA,UNITRA MARITIME MANILA INC,5598466/ 09399039007,"9/F, JEMARSON'S PLACE COND,1626 P HIDALGO LIM ST&amp;nbspMALATE, MANILA",official@ummi.com.ph
Expired,,8/16/2005 to 8/17/2008,CARMENCITA V. LIRIO,UNITRANS SHIPPING CORPORATION ,533-3928/ 6101,S-101 EASTGATE CTR. BLDG.169 EDSA MAND.&amp;nbsp,
Forever Banned,, to 9/2/1984,MR ALFREDO S RAMOS,UNITRAS PHILIPPINES ,,ESTUAR BLDG 41 TIMOG AVE&amp;nbspQUEZON CITY,
Valid License,www.unitrust.ph,6/1/2014 to 5/31/2018,LYDIA S. GURANGO,"UNI-TRUST INTERNATIONAL SERVICES,INC.",5258026/ 09199914761,"1022-B, PJM BLDG., BELEN ST.&amp;nbspPACO, MANILA",unitrustinter2004@yahoo.com
Cancelled,NA,4/21/2008 to 4/20/2012,NA,UNITY WORLDWIDE RESOURCES INC.,63-32-412-2281,"DOOR 8 ROZEN BLG,  A.C. CORTEZ AVENUE&amp;nbspMANDAUE CITY, CEBU",NA
Forever Banned,, to 12/19/1985,MS CECILIA D QUENANO,UNIVERSAL MANPOWER PLACEMENT COMPANY LTD ,7317281,EDWARD TY BROS BLDG 151 COR SPEAKER PEREZ ST&amp;nbspQUEZON CITY,
Delisted, None,5/9/2006 to 5/9/2007,MA. LUISA D. AVENIR,UNIVERSAL MULTI-LINK INTERNATIONAL PLACEMENT AGENCY INC,7266571-73/4487300,"1853 E. RODRIGUEZ SR AVE&amp;nbspCUBAO, QUEZON CITY", None
Delisted,,7/26/1988 to 7/26/1990,MR FRANCISCO J COLAYCO,UNIVERSAL PACIFIC CORPORATION ,,7/F UNIVERSAL RE BLDG 106 PASEO DE ROXAS&amp;nbspMAKATI,
Delisted, None,6/20/2001 to 6/20/2003,MILAGROS D LIVELO,"UNIVERSAL PEOPLE POWER PROVIDER, INC.",9212691/ 9266591,GF PALIDA BLDG 34 T GENER ST QUEZON CITY&amp;nbsp, None
Valid License,www.unistaff.us,3/26/2019 to 3/25/2023,LUCIANO B OLAYA,"UNIVERSAL STAFFING SVCS., INC.",8336869/ 0918-9858771 (mobile),"G/, 2/F &amp; 3/F, 5477 BOYLE STREET&amp;nbspPALANAN, MAKATI",info@unistaff.us/ apply@unistaff.us
Delisted, None,10/21/2001 to 10/21/2003,MA CECILIA RAMOS,UNIVERSAL SUCCESSFUL ANSWERS INC (FOR SLOT PHILIPPINES INC),5512506/8511052,RM103 G/F CHANELAY TOWERS ROXAS BLVD PASAY&amp;nbsp, None
Valid License, None,11/25/2007 to 11/24/2011,ANTHONY GERALD S. MARANON,UNIWIDE TECHNICAL SERVICES INC,8173627/8174947,"UNIT 2-E CLASSICA I COND, 112 HV DELA COSTA ST&amp;nbspSALCEDO VILLAGE, MAKATI",recruit@uniwide.com.ph
Valid License,www.unlad.ph,1/25/2016 to 1/24/2020,NIMPA V JIMENEZ,UNLAD SHIP MANNING & MANAGEMENT CORPORATION,5365575/5368898/ 0927-5626028,"U-207A-B, SHERWOOD PLCE COMML CTR 2264 TAFT AVE&amp;nbspMALATE, MANILA",dlajimenez.mgnt@unlad.ph
Cancelled,www.manpower_umri.com,5/25/2008 to 5/24/2012,NA,UNLIMITED MANPOWER RESOURCES INC,687-3552,S1605-1607 CITY &amp; LAND MEGA PLAZA BLG ORTIGAS CENT&amp;nbspPASIG CITY,unlimitedmanpower@yahoo.com
Valid License,www.unlimitedskills.ph,9/30/2018 to 9/29/2022,IRENE G ARANETA,UNLIMITED SKILLS EMPLOYMENT AND MANPOWER SERVICES INC (FORMERLY ROWALD INTL,(02) 2437169,"RMS 401 &amp; 402 ,4F, MRS BLDG, 1431 A. MABINI ST&amp;nbspERMITA, MANILA",unlimitedskills2016@gmail.com
Valid License,www.unoph.com,11/4/2018 to 11/3/2022,ELVIRA A PINEDA,UNO OVERSEAS PLACEMENT INC. ( FORMERLY MECPHIL OVERSEAS PLACEMENT AGENCY,7320831 / 7430642 / 09985935438,"GF&amp;2F(LW)&amp;GF,MF,R201&amp;301(RW) 867&amp;869 A.P. BLG&amp;nbspSAMPALOC, MANILA",unooverseas@icloud.com
Valid License, None,3/5/2007 to 3/4/2011,WILLIAM G. HERNANDEZ,UP INTERNATIONAL EMPLOYMENT AGENCY INC.,4824120/ 3649390/ 3649347,"40 TINAGAN COR. MAUBAN STS, BGY. SAN JOSE&amp;nbspQUEZON CITY", None
Valid License, None,2/18/2019 to 2/18/2020,ROBELA P GANE,UPRIGHT INT`L EMPLOYMENT AGENCY CO,230-4390,"RMS 202 &amp; 203, JEPCO BLDG, 2118 MH DEL PILAR ST&amp;nbspMALATE, MANILA",uprighthrd@gmail.com
Cancelled, None,1/17/2015 to 7/16/2015,MICHIE B MANALASTAS,UPSCALE EMPLOYMENT AGENCY CO,5252739,"PLAZA N, Q, R, S, T, W &amp; X, AURORA PLAZA, ARQUIZA&amp;nbspERMITA, MANILA",upscaleagency@outlook.com
Delisted,,4/19/1996 to 4/18/1998,AISER K. HUSSAIN,UR INTERNATIONAL INC ,5216643 / 5216627,"RM.402,403 L&amp;S BLDG 1414 ROXAS BLVD ERMITA MANILA&amp;nbsp",
Delisted,,3/1/1995 to 3/1/1997,MR EDSEL D PALMENCO,"USA HEALTHPRO-PHILIPPINES, INC. ",,"VILLA ANGELES, GRANADA ROAD BACOLOD CITY&amp;nbsp",
Cancelled,,5/9/1990 to 5/4/1992,ENGR YUSSUFF D USMAN,USMAN ENTERPRISES OVERSEAS PLACEMENT , 505522 /  591097,"1616-1618 INDIANA ST&amp;nbspMALATE, MANILA",
Cancelled,, to ,MR DANIEL P SANTIAGO JR,V ESGUERRA CONSTRUCTION CORPORATION ,,"V ESGUERRA BLDG 140 AMORSOLO&amp;nbspLEGASPI VILLAGE, MAKATI",
Ceased Operations,NA,10/5/2014 to 10/4/2018,ELMER A PULUMBARIT,V MANPOWER PHILIPPINES INC (FORMERLY V PEOPLE MANPOWER PHILIPPINES INC),5280570,"GF,8F&amp;9F,ASEANA TWO BLG, BRADCO AVE, ASEANA CITY&amp;nbspPARA�AQUE",NA
Delisted,,8/10/1995 to 2/10/1996,MS VICTORIA M ALONZO,"V.M. ALONZO INTERNATIONAL CO.,INC. ",5219146,2065 F.T. BENITEZ ST MALATE MANILA&amp;nbsp,
Delisted,,9/13/1988 to 9/13/1990,CAPT BENJAMIN J ABUNDO,VAB MARINE TRADING CORPORATION ,,"***4334-G ALBINA ST OLD&amp;nbspSTA. MESA, MANILA",
Cash Bond Withdrawn,,12/21/1995 to 12/20/1997,CAPT VICENTE A LAGURA,VAL MANAGEMENT INC , 868169 /  868115,***2F 1517 F.AGONCILLO ST MALATE MANILA&amp;nbsp,
Cancelled,www.valprom.webs.com,12/15/2011 to 12/14/2015,CARLOS C DOMAGAS,VALENTINO PROMOTION RECRUITMENT INTL AGENCY INC (FORMERLY VALENTINO PROM),8220182 LOCAL 11-13,"UNITS F&amp;G (2F) &amp; UNITS D&amp;F (3F) , ECG BLG I MULTIN&amp;nbspMULTINATIONAL VILLAGE, PARA�AQUE",valprom02@yahoo.com
Valid License,www.smswoo.com,7/5/2018 to 7/4/2022,GRACE C WOO,VALESCO-SMS (STRATEGIC MANPOWER SOLUTIONS) INC,2547670/9450681 / 09178856819/ 09175902878,"2ND FLOOR, 1963 TAFT AVENUE&amp;nbspMALATE, MANILA",smile@smswoo.com / mira@smswoo.com
Cancelled,, to 3/31/1982,MR ELMER G VALENCIA,VALGOSONS INC , 874911,"VALGOSONS REALTY BLDG 2151&amp;nbspPASONG TAMO, MAKATI",
Forever Banned,, to 8/15/1985,ATTY FRANCISCO PAGURAYAN,VALLEY CONSTRUCTION CORPORATION ,,GRD FLR WEB-JET BLDG #64 QUEZON AVE&amp;nbspQUEZON CITY,
Delisted,,3/5/1994 to 3/7/1998,WINSTON L CABALINAN,VARISPHERES CORPORATION ,3614748 /  354363,"60 HOWMART ROAD&amp;nbspBAESA, QUEZON CITY",
Valid License, None,7/20/2016 to 7/19/2020,MARGARITA C VARIAS,VAR-ORIENT SHIPPING COMPANY INC,8903561/8903563/8903564,"NO.7902 LAWAAN SAN ANTONIO VILL&amp;nbspSAN ANTONIO VILLAGE, MAKATI",varco@pacific.net.ph 
Cancelled,,4/21/2012 to 4/20/2016,,VC BARRETO INCORPORATED (FOR VC BARRETO CONST),5215568 / 5250138/ 5226393/ 5300549,"2131 MADRE IGNACIA ST&amp;nbspMALATE, MANILA",vcbarretto@hotmail.com
Valid License,www.vega-manila.com.ph,3/17/2018 to 3/16/2022,VICENTE E. FEDELICIO,VEGA MANILA CREWMANAGEMENT INC,5849888/5715888/5718878,"RMS 501-505, AIC BURGANDY EMPIRE TOWER, ADB AVE CO&amp;nbspORTIGAS, PASIG CITY",vmci@vega-manila.com.ph
Delisted,,1/23/1992 to 1/23/1994,MR ERNESTO S REYES,VELREY RECRUITMENT COMPANY , 477639,BLK 25 CABILDO STREET INTRAMUROS MANILA&amp;nbsp,
Valid License,www.ventis.com.ph,6/8/2017 to 6/7/2021,JOSE RAMON R. GARCIA,VENTIS MARITIME CORPORATION,5562921 to 26/ 09175630921,"1/F, OCEAN BREEZE, CORAL WAY DRIVE, CENTRAL BUSINE&amp;nbspPASAY CITY",wdgarcia@ventis.com.ph
Valid License,www.venturemgntsys.com,4/21/2016 to 4/20/2020,MR ROMEO D DALUSONG,VENTURE MANAGEMENT SYSTEMS INT`L CORP,824-7411,"UNIT 707-3, COLUMBIA AIRFREIGHT COMPLEX, NINOY AQU&amp;nbspPARA�AQUE",info@venturemanagement.net/official.vmsi@gmail.com
Valid License, None,8/5/2014 to 8/4/2018,SYLVIA PACINA,"VENUS INTERNATIONAL PLACEMENT AGENCY, INC.",3594005 / 2447499,"U-M-1557 &amp; U-M-301-304 LUZ HENSON, 1555 A MABINI&amp;nbspERMITA, MANILA",venusinc2016@gmail.com
Inactive,,4/18/1998 to 4/18/2000,MS ANGELINA T RIVERA,VENUS SHIPPING CORPORATION ,5219468 / 5219567,UNIT 1004 MARBELLA II 2071 ROXAS BLVD MANILA&amp;nbsp,
Valid License,NA,9/11/2018 to 9/10/2022,VEYON BULANADI CALINAWAN,VERDANT MANPOWER MOBILIZATION CENTER INC,9297448/ 4158750,"U107 A&amp;B CRISELDA II BLDG 107 SCT. DE GUIA ST.&amp;nbspSACRED HEART, QUEZON CITY",verdantmanpower@hotmail.com
Valid License,NA,12/30/2013 to 12/29/2017,MARIA CRISPINA U. BARCENA,VERDE INTERNATIONAL MANPOWER SERVICES,725-2403 / 4126081 / 415-9479 / 09213836348 /,"DOOR G,FMSG BLG, 1823 E RODRIGUEZ SR BLVD&amp;nbspQUEZON CITY",mlaverde_kk@yahoo.com
Valid License,www.veritas.com.ph,8/2/2015 to 8/1/2019,MR ERICSON MARQUEZ,VERITAS MARITIME CORP,(02) 5261034/ 3536889/ 09175111372 / 09479960107,"15/F AND UNITS 14A-1 &amp; 14C (14F), MARC 2000 1973 T&amp;nbspMALATE, MANILA",vmcgroup@veritas.com.ph/vmccomm@veritas.com.ph
Delisted,,7/2/1990 to 6/22/1994,MS CITA M BORROMEO-GARCIA,VERITAS RECRUITMENT AGENCY ,5213222 / 5213225,"G/F L &amp; S BLDG 1414 ROXAS BLVD&amp;nbspERMITA, MANILA",
Cancelled, None,6/9/2004 to 1/9/2008,ZACARIAS A. PHALA JR.,VERSATILE INTERNATIONAL SERVICES INC,7295343 (TELEFAX),"2635 TAFT AVENUE&amp;nbspMALATE, MANILA", None
Delisted,,11/14/1997 to 11/13/1999,CAPT VIRGILIO A ESQUIVEL,VERTEX INTERNATIONAL SHIP/CREW MANAGEMENT & MARINE SERVICES,5272339 / 7641031,RM.308 PHOENIX BLDG RECOLETOS ST. INTRAMUROS MLA&amp;nbsp,
Delisted,, to ,ATTY PRIMO P MALIWANG JR,VERTICAL CONSTRUCTION CORPORATION ,,"L &amp; F BELTRAN BLDG AGUIRRE ST&amp;nbspLEGASPI VILLAGE, MAKATI",
Forever Banned,, to 2/12/1987,MS VIOLETA V AGPAOA,VERTICES INTERNATIONAL & DEVELOPMENT CORPORATION, 501260 /  571268,"SUITE F DONA FELISA SYJUCO BLDG REMEDIOS&amp;nbspMALATE, MANILA",
Delisted, None,10/18/1999 to 10/16/2001,MR RODOLFO M REYES,VER-WORK AIDE INTERNATIONAL,8018419,30 LIMESTONE ROAD PILAR VILLAGE&amp;nbspLAS PI�AS, None
Delisted,,2/27/1993 to 2/26/1995,CAPT HIMHILHIM ANTONIO,VESPER SAMU MARITIME SERVICES INC ,,V AVENA &amp; SONS BLDG 2276 ESPA#A SAMPALOC MLA&amp;nbsp,
Valid License, None,1/4/2017 to 1/3/2021,MR. RICARDO V. LOYOLA,VESTLAND MARITIME CORPORATION,5501833;5516508,"3306-B MATANZAS ST BRGY&amp;nbspPALANAN, MAKATI",rick8vestland@yahoo.com
Valid License,www.dimensionallgroup.com/vetyard,9/12/2015 to 9/11/2019,RAOUL SANTIAGO PEREZ,VETYARD TERMINALS & SHIPPING SERVICES INC,(632) 310-0070/ 6178630,"RM.101- A, GF, DOLMAR BLG, 56 EDSA&amp;nbspMANDALUYONG",info@dimensionallgroup.com
Forever Banned,, to 10/23/1987,MR VIRGILIO F LABAO,VF LABAO CONSTRUCTION ,,"312 FERNANDEZ BLDG 2510 TAFT AVE&amp;nbspMALATE, MANILA",
Valid License, None,6/23/2016 to 6/23/2020,ESTER F VELASCO,VFG INTERNATIONAL PLACEMENT INC,(632) 7720353 / 09175237267,"UNIT 5 A HIGH POINTE BLDG 1184 CHINO ROCES AVE&amp;nbspSAN ANTONIO VILLAGE, MAKATI",vfg_2015@yahoo.com.ph
Cancelled, None,10/28/2003 to 10/27/2007,NA,VGE INTERNATIONAL MANPOWER SERVICES,5212279 loc 129,"RMS2D/E&amp;3D/E PACIFIC PLACE,539 ARQUIZA&amp;nbspERMITA, MANILA", None
Delisted,,2/28/2000 to 2/26/2002,VIRGINIA B DELA CRUZ,VHM INTERNATIONAL MANPOWER SERVICES ,4001923,GF SPACE 11 ELENA APT 512 R. SALAS ST ERMITA MLA&amp;nbsp,
Delisted,,11/22/1994 to 11/22/1996,MR VICENTE G PONCE JR,VIA ASIA SERVICES CORPORATION ,7225851 / 7225852,87 BONNIE SERRANO AVENUE QUEZON CITY&amp;nbsp,
Valid License, None,1/21/2016 to 1/20/2020,MICHELLE A SAMTANI,VICTORIA SERVICES INC,(02) 298-5834 / 3582961,"UNITS 401-403,4F, SCANDIC PALACE COND, 4291 EMILIA&amp;nbspPALANAN, MAKATI",vsi.michelle@gmail.com
Delisted,,4/13/1982 to 11/8/1994,MR FEDERICO Q MONES,VICTORIAN PLACEMENT AGENCY ,5222913 / 5222981,"STE 500-A 5/F VICTORIA BLDG 429 UN AVE&amp;nbspERMITA, MANILA",
Delisted, None,6/21/2012 to 6/20/2016,MS AURORA A KOUDROGLOU,VICTORY HUMAN RESOURCES MANAGEMENT CORPORATION (FOR PHILKOSMOS MARITIME),8317296/98,5F SKK BLDG 63-65 SEN G.PUYAT AVE PASAY CITY&amp;nbsp, None
Cancelled, None,10/16/2006 to 10/15/2010,CRISALYN V.GARCIA-ZULUETA,VIGAR ENTERPRISES GENERAL SERVICES INC (VIGAR ENT GENERAL SERVICES),7236113/7236108,R204&amp;1106 JAFER PLACE BLDG 19 EISENHOWER ST GHILL&amp;nbspMANILA, None
Cancelled,NA,10/2/2008 to 10/2/2009,EUGENIO G. RAMIREZ,VIGOR INTERNATIONAL MANPOWER SERVICES,3393964 TELEFAX,"1729&amp;1733 SALUD BDG ANGEL LINAO-J NAKPIL ST MANILA&amp;nbspMALATE, MANILA",NA
Valid License,,9/30/2013 to 9/21/2016,ARLEEN V ASUNCION,VIKING INTERNATIONAL CARRIERS INC. ,5279980 / 3608800,2F HARBOR CTR II RAILROAD &amp; CH ICAGO STS PORT AREA&amp;nbsp,
Delisted, None,2/17/2000 to 2/15/2002,MR DANIEL SY,"VIKINGS MANPOWER, INC.",5338975,NO.3 UNIT B ARAULLO ST COR SHAW BLVD MANDALUYON&amp;nbsp, None
Delisted, None,6/22/2001 to 6/14/2003,VILMA D SALUMAG,VILBAID INTERNATIONAL MANPOWER SERVICES,4501352/ 4501363,"RM.403A 404A 418 GEDISCO CENTRE, 1564 A. MABINI ST&amp;nbsp", None
Cancelled, None,6/22/2003 to 6/21/2007,JULIUS CESAR C VILLA,VILMAN INTERNATIONAL MANPOWER AND GENERAL SERVICES,3751317 TO 20,3F VILLA AZOR BLDG 307 ROOSEVELT AVE QUEZON CITY&amp;nbsp,vilman2000@yahoo.com 
Delisted,,9/28/1995 to 9/27/1997,MS AURITA DE GUIA,VIMCOR INTERNATIONAL PLACEMENT CORPORATION(FOR FB ALAN INTL),,RM.17 2F RENADAR BLDG 1360 L.GUINTO ST ERMITA&amp;nbsp,
Expired,www.vintex.com.ph,7/31/1999 to 8/1/2001,MR AKIRA S KATO,VINTEX SHIPPING PHILS CORPORATION (FORMERLY JUBAR SHIPPING CORPORATION),5218822 /0917-8173701,"UNIT 201 A&amp;B, 2/F, MARBELLA II BLDG, ROXAS BLVD&amp;nbspMALATE, MANILA",vintex@vintex.com.ph
Valid License,www.vintex.com.ph,8/26/2017 to 8/25/2021,GREGORIO F ORTEGA,VINTEX SHIPPING PHILS CORPORATION (FORMERLY JUBAR SHIPPING CORPORATION),5218822 /0917-8173701,"UNIT 201 A&amp;B, 2/F, MARBELLA II BLDG, ROXAS BLVD&amp;nbspMALATE, MANILA",vintex@vintex.com.ph
Cancelled,, to 10/25/1987,MR VIRGILIO T MARTIN,VIRGILIO T MARTIN & COMPANY INC , 999950 /  985530,CULMAT BLDG 127-133 E.RODRIGUEZ AVE&amp;nbspQUEZON CITY,
Valid License,www.virjen.com.ph,5/13/2016 to 5/12/2020,MR ERICSON M MARQUEZ,VIRJEN SHIPPING CORPORATION,5214252/5211616 LOC 113,18/F MARC 2000 TOWER 1973 TAFT COR SAN ANDRES&amp;nbspMANILA,jdlicsi_docs@virjen.com.ph/emailbox@virjen.com.ph
Delisted,,7/1/1992 to 6/30/1996,MS VIRGINIA A ERRASQUIN,VIRMAX INTEGRATED SERVICES , 595290 /  590479,"512 GEN MALVAR ST&amp;nbspMALATE, MANILA",
Cancelled,visayan.com.ph,11/10/2014 to 11/9/2018,MR ORLANDO J JESENA JR,VISAYAN CONSOLIDATED SERVICES AGENCY,5092889/ 5084183/ 3100103/ 09293864906,"59 COMMISSION CIVIL ST&amp;nbspJARO, ILOILO",jjvisa2004@yahoo.com/visayanmanila@yahoo.com
Delisted,NA,6/5/2014 to 12/4/2014,VILMA S DAVID,VISDAOCEAN MARITIME SERVICES INC,227-3056/2273046,"R413 &amp; 407A TRINITY BLDG. TM KALAW ST.&amp;nbspERMITA, MANILA",visdaocean@pldtdsl.net
Valid License,N/A,12/21/2012 to 12/20/2016,MS MARLENE M ROMERO,VISION MARINE CREWING SRVCS CORP (FORMERLY IONIA MARITIME SERVICES CORPORAT,5265512 / 4950814 / 09178141475,"3F CHAMP BLG BONIFACIO DRIVE&amp;nbspPORT AREA, MANILA",vision_marine@live.com
Delisted,,12/17/1990 to 12/17/1992,MR DAVID CHUA,VISTA CREWING CORPORATION ,,***2/F ECC BLDG 355 SEN GIL PUYAT AVE MAKATI MM&amp;nbsp,
Cancelled,NA,1/17/2011 to 1/16/2015,EVA F. DANEHKAR,VITAL RECRUITMENT UNLIMITED CORP.,801-8089/801-0432,MFLR. R203 ALMANZA SQRE BLG 490 ALBNG ZPOTE RD&amp;nbspLAS PI�AS,NA
Delisted,www.vital-staffingllc.com,8/25/2008 to 2/24/2009,JENNETH B. DORIA,VITAL STAFFING MULTINATIONAL INC,440-7371,"U-111 UNION SQUARE CMPLX 15TH AVE&amp;nbspCUBAO, QUEZON CITY",vitalstaffingllc@gmail.com
Delisted,vitalwealthmanpowerphil.com,8/24/2011 to 8/24/2015,GEORGE O ROOS,VITAL WEALTH MANPOWER RESOURCES CORPORATION,FOR INSTALLATION,"S401,402,403&amp;406 FMSG BLG, 1823 E.RODRIGUEZ SR&amp;nbspCUBAO, QUEZON CITY",info@vitalwealthmanpowerresources.com
Cancelled, None,1/15/2008 to 7/14/2008,MS MICHELLE T. LIM,VITAMIN & CEBU ARTISTS INTERNATIONAL INC,8715366/8730170/8733112,U605 PACIFIC CORPORATE CTR #131 WEST AVE.&amp;nbspQUEZON CITY, None
Cancelled, None,6/30/2002 to 5/29/2006,MR REYNANIE B VENTANILLA,VJ INTERNATIONAL SERVICES & TRADING CO,7359896,RM.609-611 MANUFACTURERS BLDG PLAZA STA CRUZ MLA&amp;nbsp, None
Delisted,NA,12/10/2007 to 12/10/2008,ARLENE A. BATASIN,VJS MANPOWER INTERNATIONAL AGENCY INC,7769265,GF &amp; 2F 20 UNITED NATIONS ST BETTERLIVING SUBD&amp;nbspPARA�AQUE,NA
Delisted, None,3/3/2004 to 3/2/2008,MINVILUZ M HIPOLITO,VM PROMOTION & MANAGEMENT CORPORATION,6466493/6820616,D3 DSS BLG.SUMULONG HIGHWAY STO.NI�O MARIKINA CITY&amp;nbsp,vmgroup03@asia.yahoo.com 
Cancelled,, to 4/18/1985,MR OSCAR I VIOLAGO,VMA CONSTRUCTION & DEVELOPMENT CORPORATION, 964691 /  973828,25 CENACLE DRIVE VISAYAS AVE&amp;nbspQUEZON CITY,
Cancelled,, to 10/16/1985,MS VICTORIA M GABRIEL,VMG GENERAL SERVICES , 982732 /  966205,135-E KAMIAS ROAD&amp;nbspQUEZON CITY,
Delisted,,1/11/1981 to 1/28/1995,DR NICOLAS J DE JESUS,VMJ MANPOWER RESOURCES CORPORATION ,5224532,"SUITE I COLORADO APT 1344 AGONCILLO ST&amp;nbspERMITA, MANILA",
Cancelled,NA,1/3/2006 to 1/3/2010,VICTORIA M. MENDOZA,VMM INTERNATIONAL MANPOWER SERVICES,3033288/5225327,"ABAD SANTOS BLDG 1388 JUAN LUNA ST&amp;nbspPACO, MANILA",NA
Cancelled, None,7/31/2007 to 7/30/2011,FLORDELIZA C LARIZA,VOGUE PLUS PROMOTION,9950305/4392075,"GF, 2F &amp; 3F CRV BLDG., 261 15TH AVENUE&amp;nbspCUBAO, QUEZON CITY", None
Valid License,,9/8/2015 to 9/7/2019,MS SALESHE G BAKING,VOYAGE INTERNATIONAL MANPOWER SERVICES,2537206,186 MABINI STREET CEBU CITY&amp;nbsp,
Valid License,NA,8/19/2016 to 8/18/2020,BEAUTILLISA A. TIU,VOYAGEUR COMPANY INC.,2640819/ 5760829/ 09228521887,"59 DANGAY ST,  VETERANS VILL.,  PROJ 7&amp;nbspQUEZON CITY",voyageurco@hotmail.com
Cancelled,, to 3/1/1982,MR VICENTE P EUSEBIO,VP EUSEBIO CONSTRUCTION INC ,6824413 / 6939303,"ARMAL BLDG C RAYMUNDO ST&amp;nbspMAYBUNGA, PASIG CITY",
